city,hex,auc_inf,auc_cap
amsterdam,881969504bfffff,2.078039961325044,22.98990563343195
amsterdam,8819695061fffff,0.945226269992507,3.596876699442061
amsterdam,8819695043fffff,0.0,0.0
amsterdam,881969506bfffff,0.4322125361024577,0.4322125361024577
amsterdam,8819695045fffff,7.033427873820651,25.50342654660716
amsterdam,8819695069fffff,7.382008574383012,25.943561580529895
amsterdam,8819695041fffff,4.233813208813157,25.447016644409583
amsterdam,8819695235fffff,0.0,0.0
amsterdam,881969504dfffff,3.5140746840107915,48.5921319846532
amsterdam,8819695313fffff,5.522856045387397,52.23436669094996
